lat,lon,認可施設.事業所等名,利用定員,所在地,電話番号,公私,設置主体,施設の類型,開設時間.平日.,受入可能年齢,特別保育の実施状況
NA,NA,千音寺すみれ保育園,160,愛知県名古屋市中川区富田町大字千音寺字赤星裏4559,432-3131,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休明けから5歳,延長保育,一時保育
NA,NA,緑ケ丘保育園,195,愛知県名古屋市中川区松年町2,661-0085,私立,宗教法人,保育所,午前7時45分から午後6時00分,8ヶ月から5歳,一時保育
NA,NA,すみれ保育園,110,愛知県名古屋市中川区水里三丁目48,301-0011,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休明けから5歳,延長保育
35.142156,136.819458,たかなし保育園,60,愛知県名古屋市中川区西伏屋二丁目1111,355-6013,私立,社会福祉法人,保育所,午前7時15分から午後7時15分,産休あけから5歳,延長保育
NA,NA,はとぽっぽ保育園,40,愛知県名古屋市中川区服部四丁目902,462-1723,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから3歳,延長保育
NA,NA,戸田さくら保育園,40,愛知県名古屋市中川区供米田二丁目1510,302-6655,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,6ヶ月から2歳,延長保育
NA,NA,まえだの森保育園,60,愛知県名古屋市中川区前田西町2丁目1008−1,364-8327,私立,学校法人,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
NA,NA,ニチイキッズ長須賀保育園,60,愛知県名古屋市中川区長須賀三丁目905−1,439-0557,私立,株式会社,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.139807,136.861672,プラムの木保育園,60,愛知県名古屋市中川区吉良町138,398-6310,私立,学校法人,保育所,午前7時15分から午後7時15分,6ヶ月から5歳,延長保育
NA,NA,ぽかぽか保育室常磐,15,愛知県名古屋市中川区南脇町3,665-6133,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,ニチイキッズ高畑保育室,15,愛知県名古屋市中川区高畑一丁目7番地,363-5200,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.132174,136.848763,スクルドエンジェル保育室あらこ園,19,愛知県名古屋市中川区中郷五丁目52,398-6882,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,いずみ中川乳児園,17,愛知県名古屋市中川区中島新町3,655-5541,私立,社会福祉法人,小規模保育事業B型,午前7時30分から午後6時30分,6か月から2歳,
NA,NA,小規模保育事業ソラーナつゆはし,15,愛知県名古屋市中川区露橋1,398-5486,私立,社会福祉法人,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.13425,136.869295,スクルドエンジェル保育室太平通園,19,愛知県名古屋市中川区太平通四丁目8,655-5881,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,アクシアキッズ園,15,愛知県名古屋市中川区11番町2,665-6518,私立,一般財団法人,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,はな保育室こがね,19,愛知県名古屋市中川区五月通2丁目35,398-5303,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,小規模保育事業所こびとのおうち,19,愛知県名古屋市中川区高畑3,364-8396,私立,特定非営利活動法人,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.144665,136.803487,ぽかぽか保育室戸田,10,愛知県名古屋市中川区戸田明正三丁目401,432-0006,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.150728,136.821872,ニチイキッズ吉津保育室,10,愛知県名古屋市中川区吉津三丁目1004,462-8787,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,てんとうむし保育室,5,愛知県名古屋市中川区中野新町三丁目17,351-0873,私立,個人,家庭的保育事業,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,キンダーフレンズ,12,愛知県名古屋市中川区富田町大字千音寺字間渡里2834,439-2011,私立,医療法人,事業所内保育事業（A型）,午前8時00分から午後7時00分,産休あけから2歳,
35.101899,136.880822,港保育園,110,愛知県名古屋市港区港栄三丁目18,661-0549,公立,名古屋市,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育,子育て支援センター,入所予約
35.10722,136.831308,南陽第一保育園,90,愛知県名古屋市港区東茶屋二丁目305,301-8849,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.111713,136.82204,南陽第二保育園,100,愛知県名古屋市港区知多二丁目2401,301-7914,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
NA,NA,南陽第三保育園,90,愛知県名古屋市港区新茶屋5,301-8903,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
NA,NA,土古保育園,90,愛知県名古屋市港区土古町2,381-8342,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
35.07724,136.852802,港西保育園,90,愛知県名古屋市港区野跡四丁目4,381-1517,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,子育て支援センター
NA,NA,九番保育園,65,愛知県名古屋市港区九番町1,653-6061,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
35.086909,136.849868,宝神保育園,90,愛知県名古屋市港区宝神四丁目701,383-0505,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.112121,136.84451,当知保育園,90,愛知県名古屋市港区当知三丁目2610,383-4722,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.109598,136.825133,茶屋保育園,90,愛知県名古屋市港区西茶屋一丁目35,303-3950,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
NA,NA,丸池保育園,90,愛知県名古屋市港区丸池町1,651-2261,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
35.098785,136.886923,小鳩幼児園,122,愛知県名古屋市港区千鳥一丁目13,661-5582,私立,社会福祉法人,保育所型認定こども園,午前7時00分から午後7時00分,産休あけから5歳,延長保育,入所予約
NA,NA,名古屋ドレミ保育園,108,愛知県名古屋市港区秋葉二丁目110,302-8833,私立,社会福祉法人,幼保連携型認定こども園,午前7時00分から午後7時00分,6ヶ月から5歳,延長保育,子育て支援センター,入所予約,一時保育
NA,NA,認定こども園いずみ保育園,309,愛知県名古屋市港区善進町2,381-5895,私立,社会福祉法人,保育所型認定こども園,午前7時15分から午後7時15分,6ヶ月から5歳,延長保育,一時保育,入所予約
35.099665,136.884373,名港保育園,96,愛知県名古屋市港区港楽三丁目4,661-1069,私立,宗教法人,保育所型認定こども園,午前7時30分から午後6時30分,6ヶ月から5歳,
NA,NA,惟信保育園,150,愛知県名古屋市港区惟信町2,382-2523,私立,社会福祉法人,保育所,午前7時15分から午後7時15分,6ヶ月から5歳,延長保育
NA,NA,かもめ保育園,120,愛知県名古屋市港区宝神三丁目1401,383-4518,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育
NA,NA,親愛保育園,310,愛知県名古屋市港区本宮町3,661-1314,私立,社会福祉法人,保育所,午前7時30分から午後6時30分,産休あけから5歳,入所予約
35.112986,136.882439,誓成保育園,120,愛知県名古屋市港区津金一丁目12,661-0237,私立,宗教法人,保育所,午前7時15分から午後7時15分,6ヶ月から5歳,延長保育,一時保育
35.112017,136.893824,辰巳幼児園,150,愛知県名古屋市港区辰巳町3,652-1921,私立,宗教法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育,入所予約
NA,NA,愛名保育園,90,愛知県名古屋市港区七番町5,653-6016,私立,社会福祉法人,保育所,午前7時20分から午後7時20分,6ヶ月から5歳,延長保育
35.112298,136.892266,白鳩保育園,111,愛知県名古屋市港区辰巳町12,661-1031,私立,宗教法人,保育所,午前7時15分から午後7時15分,6ヶ月から5歳,延長保育
NA,NA,多加良浦保育園,400,愛知県名古屋市港区多加良浦町5,381-5718,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,6ヶ月から5歳,延長保育
35.101652,136.854145,ぜんしん保育園,273,愛知県名古屋市港区善進本町191,382-6410,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育,子育て支援センター,入所予約,休日保育
35.08798,136.857806,ゆうゆう乳児園,40,愛知県名古屋市港区稲永四丁目1,389-2300,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,6ヶ月から3歳,延長保育
NA,NA,リーゴ正保保育園,60,愛知県名古屋市港区正保町3丁目52,381-7555,私立,一般財団法人,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育
NA,NA,わんぱく保育園,75,愛知県名古屋市港区春田野二丁目3101,720-6186,私立,社会福祉法人,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.112466,136.818086,スクルドエンジェル保育園なんよう園,60,愛知県名古屋市港区七反野二丁目1904,655-5692,私立,株式会社,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
NA,NA,ぽかぽか保育室明徳,15,愛知県名古屋市港区小碓4丁目480,398-5107,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,バンビーノ乳児園,15,愛知県名古屋市港区多加良浦町4丁目270,381-7272,私立,社会福祉法人,小規模保育事業A型,午前7時30分から午後6時30分,6か月から2歳,
35.113572,136.861779,スクルドエンジェル保育室みなと園,18,愛知県名古屋市港区川西通五丁目28,655-5220,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,ちびっこタウンいりば園,12,愛知県名古屋市港区正徳町6,383-6603,私立,個人,小規模保育事業B型,午前7時30分から午後6時30分,6か月から2歳,
NA,NA,神松保育園,90,愛知県名古屋市南区神松町1,611-7898,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
NA,NA,宝保育園,120,愛知県名古屋市南区浜田町4,611-4754,公立,名古屋市,保育所,午前7時30分から午後6時30分,産休あけから5歳,子育て支援センター,入所予約
NA,NA,五条保育園,90,愛知県名古屋市南区五条町3,691-2255,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.088328,136.937901,本星崎保育園,90,愛知県名古屋市南区星宮町217,822-8216,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
35.098465,136.945612,芝保育園,90,愛知県名古屋市南区芝町152,822-4855,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.101941,136.917594,豊田保育園,90,愛知県名古屋市南区忠次一丁目3,691-5590,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
NA,NA,宝生保育園,90,愛知県名古屋市南区宝生町2,613-1181,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
NA,NA,幼保連携型認定こども園道徳保育園,366,愛知県名古屋市南区観音町6,692-4001,私立,社会福祉法人,幼保連携型認定こども園,午前7時00分から午後7時00分,産休あけから5歳,延長保育,入所予約
NA,NA,白水保育園,290,愛知県名古屋市南区鶴見通1,611-0439,私立,社会福祉法人,幼保連携型認定こども園,午前7時00分から午後7時30分,産休あけから5歳,延長保育,子育て支援センター,入所予約
NA,NA,笠寺幼児園,352,愛知県名古屋市南区笠寺町大門63,811-2883,私立,社会福祉法人,保育所型認定こども園,午前7時00分から午後7時00分,産休あけから5歳,延長保育,一時保育
35.075538,136.907076,認定こども園葵第二幼稚園,130,愛知県名古屋市南区白水町26,611-6758,私立,学校法人,幼保連携型認定こども園,午前7時00分から午後6時00分,2歳から5歳,
NA,NA,明円ひかり園,109,愛知県名古屋市南区明円町183,613-8472,私立,社会福祉法人,幼保連携型認定こども園,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
NA,NA,曽池ひかり幼稚園,140,愛知県名古屋市南区曽池町2,823-3801,私立,学校法人,幼保連携型認定こども園,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
NA,NA,大生幼児園,170,愛知県名古屋市南区西又兵ヱ町3,611-4852,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育,入所予約
NA,NA,菜の花保育園,170,愛知県名古屋市南区三吉町6,612-3361,私立,社会福祉法人,保育所,午前7時00分から午後8時00分,産休あけから5歳,延長保育,一時保育,子育て支援センター,入所予約
35.109857,136.937304,箱舟保育園,90,愛知県名古屋市南区鳥栖一丁目15,823-3040,私立,社会福祉法人,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.075346,136.935419,ほしざき保育園,120,愛知県名古屋市南区鳴尾二丁目47,612-1775,私立,社会福祉法人,保育所,午前7時00分から午後10時00分,産休あけから5歳,延長保育,入所予約,子育て支援センター,休日保育
35.109292,136.925904,よびつぎ保育園,260,愛知県名古屋市南区汐田町7,811-2701,私立,宗教法人,保育所,午前7時30分から午後6時30分,産休あけから5歳,
35.113605,136.91119,明治保育園,90,愛知県名古屋市南区豊一丁目24,691-9743,私立,個人,保育所,午前7時30分から午後6時00分,6ヶ月から5歳,
35.110903,136.941577,さくらのこ保育園,40,愛知県名古屋市南区鳥栖二丁目1,883-9527,私立,学校法人,保育所,午前7時30分から午後7時30分,6ヶ月から3歳,延長保育
35.109304,136.93318,マナ第2保育園,60,愛知県名古屋市南区呼続三丁目11,811-5433,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,6ヶ月から5歳,延長保育
35.108233,136.907914,みなみ保育園,120,愛知県名古屋市南区氷室町2,691-0373,私立,社会福祉法人,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育
35.078455,136.939484,ニチイキッズ元鳴尾保育園,60,愛知県名古屋市南区元鳴尾町268,819-5036,私立,株式会社,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
NA,NA,道徳たけの子保育室,15,愛知県名古屋市南区六条町3,692-2207,私立,共同保育所運営委員会,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,大同保育室おひさま,15,愛知県名古屋市南区元柴田東町一丁目13,611-8618,私立,社会医療法人,事業所内保育事業（保育所型）,午前7時30分から午後6時30分,産休あけから2歳,
35.197918,136.956855,守山保育園,118,愛知県名古屋市守山区守山三丁目2,791-5311,公立,名古屋市,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育
35.207894,136.9387,瀬古保育園,110,愛知県名古屋市守山区瀬古東一丁目125,793-4525,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
35.205894,136.997061,大森保育園,120,愛知県名古屋市守山区大森三丁目504,798-0082,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.21016,136.964987,山下保育園,90,愛知県名古屋市守山区森宮町125,791-6934,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育,子育て支援センター
NA,NA,中志段味保育園,90,愛知県名古屋市守山区大字中志段味字宮前1174,736-0467,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
35.200468,136.950937,鳥羽見保育園,90,愛知県名古屋市守山区鳥羽見二丁目15,791-2279,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
NA,NA,小幡保育園,90,愛知県名古屋市守山区緑ヶ丘902,792-0959,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.199039,137.022986,本地第一保育園,90,愛知県名古屋市守山区本地が丘1601,772-4121,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
35.197713,137.022098,本地第二保育園,90,愛知県名古屋市守山区本地が丘1108,772-7896,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
35.199106,137.006268,天子田保育園,90,愛知県名古屋市守山区天子田二丁目1404,773-3660,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.208082,136.958024,大永寺保育園,100,愛知県名古屋市守山区大永寺町192,794-0388,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.194398,137.005128,森孝保育園,90,愛知県名古屋市守山区森孝一丁目1144,771-3100,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.229113,136.994424,幼保連携型認定こども園スカイ,148,愛知県名古屋市守山区桔梗平一丁目408,739-1112,私立,社会福祉法人,幼保連携型認定こども園,午前7時00分から午後7時00分,産休あけから5歳,延長保育,一時保育,入所予約
NA,NA,幼保連携型認定こども園フェアリーイースト保育園,116,愛知県名古屋市守山区大字下志段味字吉田2235,739-0901,私立,社会福祉法人,幼保連携型認定こども園,午前7時00分から午後7時00分,4ヶ月から5歳,延長保育
NA,NA,キリクこども園,119,愛知県名古屋市守山区大字上志段味字樹木1663,739-0151,私立,社会福祉法人,幼保連携型認定こども園,午前7時30分から午後7時30分,産休あけから5歳,延長保育
NA,NA,よつ葉こども園,93,愛知県名古屋市守山区瀬古一丁目220番2,795-1588,私立,社会福祉法人,保育所型認定こども園,午前7時15分から午後7時15分,6ヶ月から5歳,延長保育.一時保育
35.213433,136.942029,miraiこども園,111,愛知県名古屋市守山区瀬古三丁目1148,792-0322,私立,社会福祉法人,保育所型認定こども園,午前7時30分から午後7時30分,産休あけから5歳,延長保育,入所予約
NA,NA,もりの風こども園,139,愛知県名古屋市守山区大字吉根字太鼓ヶ根3231,736-5577,私立,社会福祉法人,幼保連携型認定こども園,午前7時00分から午後7時00分,産休あけから5歳,延長保育,入所予約
35.195261,136.965205,和進館保育園,224,愛知県名古屋市守山区長栄20,791-2808,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育,一時保育,子育て支援センター,入所予約
35.200676,136.971261,白山保育園,220,愛知県名古屋市守山区小幡中一丁目13,791-3365,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育,入所予約
35.207572,136.978115,ふたば保育園,230,愛知県名古屋市守山区小幡二丁目10,793-0535,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育,一時保育,入所予約
35.198065,136.962568,若草保育園,90,愛知県名古屋市守山区東山町1,791-2622,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育,入所予約
35.231019,137.005402,もみじ保育園,90,愛知県名古屋市守山区笹ヶ根一丁目1003,736-6670,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育,子育て支援センター,入所予約
35.219903,136.983831,フェアリー保育園,30,愛知県名古屋市守山区竜泉寺二丁目301,797-8587,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,4ヶ月から2歳,延長保育
NA,NA,ききょう保育園,100,愛知県名古屋市守山区大字下志段味字北荒田2344,737-0415,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育,入所予約
NA,NA,しだみ保育園,100,愛知県名古屋市守山区大字上志段味字上島669,739-0415,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,6ヶ月から5歳,延長保育
35.199733,136.987069,なえしろ保育園,120,愛知県名古屋市守山区野萩町2,793-7546,私立,社会福祉法人,保育所,午前7時00分から午後7時30分,産休あけから5歳,延長保育,一時保育,子育て支援センター,入所予約
NA,NA,青山保育園,105,愛知県名古屋市守山区青山台628,736-1051,私立,社会福祉法人,保育所,午前7時30分から午後7時30分,産休明けから5歳,延長保育
35.237058,137.006715,ジョイフル守山保育園,90,愛知県名古屋市守山区平池東301,739-3611,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,6ヶ月から5歳,延長保育
NA,NA,桃の花保育園,63,愛知県名古屋市守山区川村町149,795-0030,私立,学校法人,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育,入所予約
NA,NA,ひなた保育園,30,愛知県名古屋市守山区四軒家一丁目330,773-5571,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから3歳,延長保育
35.20348,136.960958,桃の里保育園,40,愛知県名古屋市守山区大牧町10,791-8500,私立,学校法人,保育所,午前7時00分から午後7時00分,6ヶ月から3歳,延長保育
NA,NA,Jースカイ保育園,40,愛知県名古屋市守山区大字吉根字階子田3163,737-0090,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,6ヶ月から3歳,延長保育,休日保育
NA,NA,てとろ志段味保育園,40,愛知県名古屋市守山区大字下志段味字島ノ口1848,739-0550,私立,特定非営利活動法人,保育所,午前7時00分から午後7時00分,6ヶ月から3歳,延長保育
NA,NA,小幡もりの風保育園,90,愛知県名古屋市守山区小幡千代田1309,726-3261,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,6ヶ月から5歳,延長保育
NA,NA,マーマこととも保育園もりやま,60,愛知県名古屋市守山区瀬古東三丁目2013,796-0081,私立,株式会社,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
NA,NA,ニチイキッズ守山南保育園,60,愛知県名古屋市守山区天子田三丁目105,726-9051,私立,株式会社,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
NA,NA,アスク志段味保育園,60,愛知県名古屋市守山区大字上志段味字竹ノ腰353,739-1503,私立,株式会社,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
NA,NA,小規模保育事業保育ルームルナ8喜多山,19,愛知県名古屋市守山区喜多山南12番11号,792-0010,私立,社会福祉法人,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,スクルドエンジェル保育室かなや園,19,愛知県名古屋市守山区金屋2丁目77,799-8490,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.212099,136.943209,mirai保育ルーム,19,愛知県名古屋市守山区瀬古東三丁目1216,792-0322,私立,社会福祉法人,小規模保育事業A型,午前7時30分から午後7時30分,産休あけから2歳,
35.194337,136.967434,小規模保育事業“えがお”,10,愛知県名古屋市守山区西新20,791-2808,私立,社会福祉法人,小規模保育事業A型,午前7時30分から午後6時00分,産休あけから2歳,
35.208541,136.998363,めだか保育室,10,愛知県名古屋市守山区弁天が丘1106,798-2623,私立,社会福祉法人,小規模保育事業A型,午前7時30分から午後7時00分,産休あけから2歳,
35.200684,136.973885,スクルドエンジェル保育室　おばた園,19,愛知県名古屋市守山区小幡中一丁目28,715-4722,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.205485,137.000499,保育室こりす,5,愛知県名古屋市守山区大森四丁目2402,798-5558,私立,個人,家庭的保育事業,午前7時30分から午後6時30分,産休あけから2歳,
35.1934,137.003464,保育室こあら,5,愛知県名古屋市守山区森孝一丁目1312,775-2010,私立,個人,家庭的保育事業,午前7時30分から午後6時30分,産休あけから2歳,
35.210594,136.938313,保育室あいあい,5,愛知県名古屋市守山区瀬古東三丁目116,792-7558,私立,個人,家庭的保育事業,午前7時30分から午後6時30分,産休あけから2歳,
35.207726,136.94654,保育室こぶた,5,愛知県名古屋市守山区幸心一丁目501,796-3179,私立,個人,家庭的保育事業,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,大高保育園,100,愛知県名古屋市緑区大高町向山16,621-2569,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
NA,NA,東丘保育園,100,愛知県名古屋市緑区鳴海町姥子山194,622-0502,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.095341,136.963493,鳴子保育園,100,愛知県名古屋市緑区長根町92,892-5010,公立,名古屋市,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育,子育て支援センター
35.092472,136.945394,片平保育園,110,愛知県名古屋市緑区浦里一丁目32,892-3107,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
35.047998,136.967614,はざま保育園,90,愛知県名古屋市緑区南陵401,621-4300,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.103276,136.989885,黒石保育園,100,愛知県名古屋市緑区桃山二丁目97,876-2488,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.09313,136.954228,松が根保育園,100,愛知県名古屋市緑区松が根台221,891-5461,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.0643,136.977016,太子保育園,90,愛知県名古屋市緑区太子一丁目235,623-1713,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.061795,136.941823,森の里保育園,90,愛知県名古屋市緑区森の里一丁目106,621-8255,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.085946,136.96606,旭出保育園,100,愛知県名古屋市緑区旭出一丁目517,896-3050,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.09399,136.992711,のりくら保育園,100,愛知県名古屋市緑区乗鞍一丁目1812,876-1640,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育,子育て支援センター
35.060243,136.965739,めぐみ保育園,144,愛知県名古屋市緑区有松町大字桶狭間字愛宕西23,622-4520,私立,社会福祉法人,幼保連携型認定こども園,午前7時00分から午後7時00分,産休あけから5歳,延長保育,子育て支援センター,入所予約
